Hakansson, William	D	6'4	207	L	SWE	
Lacelle, William	G	6'0	168	L	CAN	
Lundqvist, William	D	NA	NA	?	SWE	
Manchuso, William	C	NA	NA	?	USA	
Sorbrand, William	C	NA	NA	?	SWE	
Tomko, William	C	6'0	190	L	USA	
Yared, William	C	6'2	190	R	CAN	
Kallio, Wilmer	RW	NA	NA	?	FIN	
Cullen, Wyatt	C	6'1	180	L	USA	
Velliaris, Xander	D	6'3	205	R	CAN	
Villeneuve, Xavier	D	5'10	150	L	CAN	
Wendt, Xavier	G	NA	NA	?	CAN	
Melnikov, Yan	LW	5'10	176	R	KAZ	
Bryzgalov, Yaroslav	C	NA	NA	?	RUS	
Fedoseyev, Yaroslav	D	6'1	181	R	RUS	
Ivantsov, Yaroslav	RW	NA	NA	?	RUS	
Matyev, Yaroslav	D	6'4	218	L	RUS	
Rybkin, Yegor	G	NA	NA	?	RUS	
Shilov, Yegor	C	6'1	163	L	RUS	
Ivanov, Yuri	G	NA	NA	?	RUS	
Rummo, Yuri	C	6'4	198	R	BLR	
Olsen, Zach	RW	NA	NA	?	CAN	
Wooten, Zach	LW	NA	NA	?	USA	
Jovanovski, Zachary	G	NA	NA	?	CAN	
Lansard, Zachary	C	NA	NA	?	CAN	
Morin, Zachary	LW	6'2	181	R	CAN	
Nyman, Zachary	D	5'9	165	L	CAN	
Wilson, Zachary	D	6'6	187	R	CAN	
Bratt, Zigge	D	NA	NA	?	SWE	
